fingerprint_resets_at_utc,plan,events,files,first,last,min_pct,max_pct,delta_pct,tokens_total,tokens_input,tokens_cached_input,tokens_output,pct_per_100M_total_tokens,pct_per_1M_uncached_plus_output
2026-09-30T11:16Z,,8,1,2026-09-23T11:16:10.541Z,2026-09-23T11:17:03.478Z,0.0,0.0,0.0,1084937,1084252,1076736,685,,
2026-09-30T11:17Z,,9,1,2026-09-23T11:17:07.662Z,2026-09-23T11:18:02.773Z,0.0,0.0,0.0,1278573,1277865,1270016,708,,
2026-09-30T11:18Z,,9,1,2026-09-23T11:18:13.510Z,2026-09-23T11:19:07.521Z,0.0,0.0,0.0,1341088,1340258,1331200,830,,
2026-09-30T11:19Z,,9,1,2026-09-23T11:19:10.852Z,2026-09-23T11:20:03.942Z,0.0,0.0,0.0,1402144,1401442,1393664,702,,
2026-09-30T11:20Z,,9,1,2026-09-23T11:20:12.174Z,2026-09-23T11:21:07.661Z,0.0,0.0,0.0,1464651,1463813,1454720,838,,
2026-09-30T11:21Z,,8,1,2026-09-23T11:21:11.530Z,2026-09-23T11:22:06.444Z,0.0,0.0,0.0,1353519,1352834,1345152,685,,
2026-09-30T11:22Z,,9,1,2026-09-23T11:22:10.735Z,2026-09-23T11:23:03.124Z,0.0,0.0,0.0,1580694,1579992,1572224,702,,
2026-09-30T11:23Z,,9,1,2026-09-23T11:23:11.243Z,2026-09-23T11:24:05.826Z,0.0,0.0,0.0,1643192,1642363,1633280,829,,
2026-09-30T11:24Z,,9,1,2026-09-23T11:24:09.591Z,2026-09-23T11:25:01.287Z,0.0,0.0,0.0,1704254,1703551,1695488,703,,
2026-09-30T11:25Z,,9,1,2026-09-23T11:25:10.435Z,2026-09-23T11:26:06.511Z,0.0,0.0,0.0,1766754,1765922,1756928,832,,
2026-09-30T11:26Z,,8,1,2026-09-23T11:26:10.877Z,2026-09-23T11:27:02.142Z,0.0,0.0,0.0,1621985,1621306,1613824,679,,
2026-09-30T11:27Z,,8,1,2026-09-23T11:27:07.603Z,2026-09-23T11:28:04.382Z,0.0,0.0,0.0,1670806,1670122,1662464,684,,
2026-09-30T11:28Z,,8,1,2026-09-23T11:28:08.710Z,2026-09-23T11:29:05.900Z,0.0,0.0,0.0,1719616,1718934,1711488,682,,
2026-09-30T11:29Z,,6,1,2026-09-23T11:29:21.688Z,2026-09-23T11:30:00.850Z,0.0,0.0,0.0,1321746,1321235,1315584,511,,
2026-09-30T11:30Z,,8,1,2026-09-23T11:30:05.369Z,2026-09-23T11:31:03.956Z,0.0,0.0,0.0,1805017,1804340,1796736,677,,
2026-09-30T11:31Z,,8,1,2026-09-23T11:31:08.438Z,2026-09-23T11:32:04.232Z,0.0,0.0,0.0,1853809,1853128,1845760,681,,
2026-09-30T11:32Z,,8,1,2026-09-23T11:32:08.725Z,2026-09-23T11:33:04.109Z,0.0,0.0,0.0,1902637,1901950,1894400,687,,
2026-09-30T11:33Z,,7,1,2026-09-23T11:33:09.577Z,2026-09-23T11:34:37.019Z,0.0,0.0,0.0,1459017,1458509,1452800,508,,
2026-09-30T11:34Z,,4,1,2026-09-23T11:34:44.513Z,2026-09-23T11:35:01.953Z,0.0,0.0,0.0,123617,123232,101888,385,,
2026-09-30T11:35Z,,10,1,2026-09-23T11:35:08.818Z,2026-09-23T11:35:57.589Z,0.0,0.0,0.0,362731,361859,352512,872,,
2026-09-30T11:36Z,,10,1,2026-09-23T11:36:08.314Z,2026-09-23T11:37:01.498Z,0.0,0.0,0.0,439212,438339,428800,873,,
2026-09-30T11:37Z,,10,1,2026-09-23T11:37:09.656Z,2026-09-23T11:37:59.067Z,0.0,0.0,0.0,515620,514760,505344,860,,
2026-09-30T11:38Z,,10,1,2026-09-23T11:38:07.914Z,2026-09-23T11:39:05.757Z,0.0,0.0,0.0,591976,591112,581760,864,,
2026-09-30T11:39Z,,9,1,2026-09-23T11:39:13.773Z,2026-09-23T11:40:00.404Z,0.0,0.0,0.0,598484,597624,588544,860,,
2026-09-30T11:40Z,,10,1,2026-09-23T11:40:05.631Z,2026-09-23T11:40:59.724Z,0.0,0.0,0.0,737287,736427,727040,860,,
2026-09-30T11:41Z,,12,1,2026-09-23T11:41:02.399Z,2026-09-23T11:42:06.987Z,0.0,0.0,0.0,985485,984456,973056,1029,,
2026-09-30T11:42Z,,9,1,2026-09-23T11:42:11.506Z,2026-09-23T11:42:59.712Z,0.0,0.0,0.0,810864,810157,802304,707,,
2026-09-30T11:43Z,,10,1,2026-09-23T11:43:08.560Z,2026-09-23T11:44:01.208Z,0.0,0.0,0.0,973884,973026,963584,858,,
2026-09-30T11:44Z,,10,1,2026-09-23T11:44:09.671Z,2026-09-23T11:45:02.067Z,0.0,0.0,0.0,1050204,1049349,1040000,855,,
2026-09-30T11:45Z,,9,1,2026-09-23T11:45:10.237Z,2026-09-23T11:45:59.587Z,0.0,0.0,0.0,1010779,1009945,1000832,834,,
2026-09-30T11:46Z,,10,1,2026-09-23T11:46:02.589Z,2026-09-23T11:47:01.257Z,0.0,0.0,0.0,1195146,1194295,1184768,851,,
2026-09-30T11:47Z,,11,1,2026-09-23T11:47:04.671Z,2026-09-23T11:48:03.342Z,0.0,0.0,0.0,1402351,1401483,1391744,868,,
2026-09-30T11:48Z,,8,1,2026-09-23T11:48:13.031Z,2026-09-23T11:49:23.796Z,0.0,0.0,0.0,1078100,1077419,1069952,681,,
2026-09-30T11:49Z,,6,1,2026-09-23T11:49:32.110Z,2026-09-23T11:50:03.322Z,0.0,0.0,0.0,840576,840073,834432,503,,
2026-09-30T11:50Z,,7,1,2026-09-23T11:50:11.984Z,2026-09-23T11:50:58.353Z,0.0,0.0,0.0,1015703,1015049,1008000,654,,
2026-09-30T11:51Z,,8,1,2026-09-23T11:51:13.227Z,2026-09-23T11:52:02.453Z,0.0,0.0,0.0,1206110,1205432,1197824,678,,
2026-09-30T11:52Z,,10,1,2026-09-23T11:52:06.653Z,2026-09-23T11:53:07.343Z,0.0,0.0,0.0,1576231,1575383,1566080,848,,
2026-09-30T11:53Z,,8,1,2026-09-23T11:53:11.229Z,2026-09-23T11:54:06.775Z,0.0,0.0,0.0,1315862,1315190,1307648,672,,
2026-09-30T11:54Z,,8,1,2026-09-23T11:54:10.457Z,2026-09-23T11:55:10.602Z,0.0,0.0,0.0,1364617,1363938,1356288,679,,
2026-09-30T11:55Z,,7,1,2026-09-23T11:55:17.818Z,2026-09-23T11:56:02.452Z,0.0,0.0,0.0,1233685,1233160,1227264,525,,
2026-09-30T11:56Z,,8,1,2026-09-23T11:56:11.736Z,2026-09-23T11:56:59.072Z,0.0,0.0,0.0,1456048,1455374,1447808,674,,
2026-09-30T11:57Z,,9,1,2026-09-23T11:57:10.104Z,2026-09-23T11:58:08.776Z,0.0,0.0,0.0,1696664,1695842,1686784,822,,
2026-09-30T11:58Z,,7,1,2026-09-23T11:58:13.641Z,2026-09-23T11:59:03.584Z,0.0,0.0,0.0,1361670,1361140,1355136,530,,
2026-09-30T11:59Z,,5,1,2026-09-23T11:59:37.702Z,2026-09-23T12:00:06.396Z,0.0,0.0,0.0,996103,995616,990336,487,,
2026-09-30T12:00Z,,7,1,2026-09-23T12:00:10.953Z,2026-09-23T12:01:04.576Z,0.0,0.0,0.0,1425701,1425171,1419136,530,,
2026-09-30T12:01Z,,6,1,2026-09-23T12:01:18.934Z,2026-09-23T12:02:04.684Z,0.0,0.0,0.0,1252044,1251539,1245952,505,,
2026-09-30T12:02Z,,7,1,2026-09-23T12:02:15.701Z,2026-09-23T12:03:09.813Z,0.0,0.0,0.0,1495743,1495088,1488000,655,,
2026-09-30T12:03Z,,6,1,2026-09-23T12:03:14.700Z,2026-09-23T12:04:00.952Z,0.0,0.0,0.0,1311477,1310973,1305216,504,,
2026-09-30T12:04Z,,8,1,2026-09-23T12:04:06.848Z,2026-09-23T12:05:04.023Z,0.0,0.0,0.0,1791294,1790620,1783168,674,,
2026-09-30T12:05Z,,7,1,2026-09-23T12:05:09.729Z,2026-09-23T12:05:59.677Z,0.0,0.0,0.0,1607018,1606489,1600512,529,,
2026-09-30T12:06Z,,7,1,2026-09-23T12:06:10.485Z,2026-09-23T12:07:05.408Z,0.0,0.0,0.0,1645056,1644404,1637120,652,,
2026-09-30T12:07Z,,7,1,2026-09-23T12:07:11.258Z,2026-09-23T12:07:58.797Z,0.0,0.0,0.0,1681668,1681142,1675264,526,,
2026-09-30T12:08Z,,4,1,2026-09-23T12:08:10.107Z,2026-09-23T12:09:10.582Z,0.0,0.0,0.0,732652,732337,728960,315,,
2026-09-30T12:09Z,,9,1,2026-09-23T12:09:18.284Z,2026-09-23T12:10:05.825Z,0.0,0.0,0.0,296605,295572,286336,1033,,
2026-09-30T12:10Z,,10,1,2026-09-23T12:10:08.167Z,2026-09-23T12:11:06.622Z,0.0,0.0,0.0,402596,401703,392320,893,,
2026-09-30T12:11Z,,10,1,2026-09-23T12:11:09.079Z,2026-09-23T12:12:06.074Z,0.0,0.0,0.0,479618,478685,469120,933,,
2026-09-30T12:12Z,,10,1,2026-09-23T12:12:08.659Z,2026-09-23T12:13:01.430Z,0.0,0.0,0.0,556199,555327,545920,872,,
2026-09-30T12:13Z,,11,1,2026-09-23T12:13:06.263Z,2026-09-23T12:14:02.049Z,0.0,0.0,0.0,699813,698917,689152,896,,
2026-09-30T12:14Z,,9,1,2026-09-23T12:14:12.551Z,2026-09-23T12:15:00.807Z,0.0,0.0,0.0,642048,641201,632192,847,,
2026-09-30T12:15Z,,10,1,2026-09-23T12:15:05.824Z,2026-09-23T12:16:03.881Z,0.0,0.0,0.0,785605,784731,775168,874,,
2026-09-30T12:16Z,,10,1,2026-09-23T12:16:07.366Z,2026-09-23T12:17:04.548Z,0.0,0.0,0.0,862020,861159,851840,861,,
2026-09-30T12:17Z,,10,1,2026-09-23T12:17:08.689Z,2026-09-23T12:18:05.528Z,0.0,0.0,0.0,938456,937583,928128,873,,
2026-09-30T12:18Z,,10,1,2026-09-23T12:18:08.499Z,2026-09-23T12:19:03.364Z,0.0,0.0,0.0,1014845,1013987,1004416,858,,
2026-09-30T12:19Z,,9,1,2026-09-23T12:19:06.832Z,2026-09-23T12:20:02.913Z,0.0,0.0,0.0,978316,977606,969728,710,,
2026-09-30T12:20Z,,9,1,2026-09-23T12:20:14.363Z,2026-09-23T12:21:06.129Z,0.0,0.0,0.0,1041417,1040517,1031296,900,,
2026-09-30T12:21Z,,8,1,2026-09-23T12:21:14.030Z,2026-09-23T12:22:00.642Z,0.0,0.0,0.0,977302,976614,969216,688,,
2026-09-30T12:22Z,,8,1,2026-09-23T12:22:03.816Z,2026-09-23T12:23:01.885Z,0.0,0.0,0.0,1026163,1025474,1017856,689,,
2026-09-30T12:23Z,,8,1,2026-09-23T12:23:05.253Z,2026-09-23T12:23:59.886Z,0.0,0.0,0.0,1075022,1074340,1066752,682,,
2026-09-30T12:24Z,,8,1,2026-09-23T12:24:04.474Z,2026-09-23T12:25:02.794Z,0.0,0.0,0.0,1123862,1123174,1115648,688,,
2026-09-30T12:25Z,,8,1,2026-09-23T12:25:07.135Z,2026-09-23T12:26:01.827Z,0.0,0.0,0.0,1172710,1172026,1164544,684,,
2026-09-30T12:26Z,,9,1,2026-09-23T12:26:05.597Z,2026-09-23T12:27:02.107Z,0.0,0.0,0.0,1377310,1376602,1368704,708,,
2026-09-30T12:27Z,,9,1,2026-09-23T12:27:11.743Z,2026-09-23T12:28:08.606Z,0.0,0.0,0.0,1439845,1439011,1429888,834,,
2026-09-30T12:28Z,,8,1,2026-09-23T12:28:13.365Z,2026-09-23T12:29:04.859Z,0.0,0.0,0.0,1331413,1330734,1323264,679,,
2026-09-30T12:29Z,,8,1,2026-09-23T12:29:09.860Z,2026-09-23T12:30:06.022Z,0.0,0.0,0.0,1380212,1379534,1371904,678,,
2026-09-30T12:30Z,,8,1,2026-09-23T12:30:10.446Z,2026-09-23T12:31:04.681Z,0.0,0.0,0.0,1428996,1428314,1420800,682,,
2026-09-30T12:31Z,,7,1,2026-09-23T12:31:10.594Z,2026-09-23T12:32:02.552Z,0.0,0.0,0.0,1290040,1289512,1283584,528,,
2026-09-30T12:32Z,,9,1,2026-09-23T12:32:12.040Z,2026-09-23T12:33:08.879Z,0.0,0.0,0.0,1714308,1713482,1704320,826,,
2026-09-30T12:33Z,,6,1,2026-09-23T12:33:15.089Z,2026-09-23T12:33:59.813Z,0.0,0.0,0.0,1176934,1176429,1170816,505,,
2026-09-30T12:34Z,,7,1,2026-09-23T12:34:06.450Z,2026-09-23T12:35:03.854Z,0.0,0.0,0.0,1407406,1406874,1400832,532,,
2026-09-30T12:35Z,,6,1,2026-09-23T12:35:16.403Z,2026-09-23T12:35:59.727Z,0.0,0.0,0.0,1236993,1236455,1230592,538,,
2026-09-30T12:36Z,,6,1,2026-09-23T12:36:12.629Z,2026-09-23T12:36:59.833Z,0.0,0.0,0.0,1264952,1264443,1258752,509,,
2026-09-30T12:37Z,,6,1,2026-09-23T12:37:15.543Z,2026-09-23T12:38:00.548Z,0.0,0.0,0.0,1293129,1292613,1286784,516,,
2026-09-30T12:38Z,,6,1,2026-09-23T12:38:14.067Z,2026-09-23T12:39:00.858Z,0.0,0.0,0.0,1321312,1320799,1315200,513,,
2026-09-30T12:39Z,,5,1,2026-09-23T12:39:14.465Z,2026-09-23T12:40:01.903Z,0.0,0.0,0.0,1122424,1121934,1116672,490,,
2026-09-30T12:40Z,,6,1,2026-09-23T12:40:08.127Z,2026-09-23T12:41:01.044Z,0.0,0.0,0.0,1371645,1371137,1365504,508,,
2026-09-30T12:41Z,,7,1,2026-09-23T12:41:07.183Z,2026-09-23T12:42:04.941Z,0.0,0.0,0.0,1634567,1634039,1627904,528,,
2026-09-30T12:42Z,,5,1,2026-09-23T12:42:18.953Z,2026-09-23T12:43:06.685Z,0.0,0.0,0.0,1191022,1190537,1185280,485,,
2026-09-30T12:43Z,,6,1,2026-09-23T12:43:11.649Z,2026-09-23T12:44:00.789Z,0.0,0.0,0.0,1454118,1453605,1447936,513,,
2026-09-30T12:44Z,,3,1,2026-09-23T12:44:06.897Z,2026-09-23T12:45:10.523Z,0.0,0.0,0.0,490836,490665,488832,171,,
2026-09-30T12:45Z,,9,1,2026-09-23T12:45:18.711Z,2026-09-23T12:46:04.921Z,0.0,0.0,0.0,295817,294902,257408,915,,
2026-09-30T12:46Z,,10,1,2026-09-23T12:46:08.062Z,2026-09-23T12:47:03.469Z,0.0,0.0,0.0,401328,400425,391040,903,,
2026-09-30T12:47Z,,11,1,2026-09-23T12:47:07.511Z,2026-09-23T12:48:02.006Z,0.0,0.0,0.0,529691,528779,519168,912,,
2026-09-30T12:48Z,,9,1,2026-09-23T12:48:12.078Z,2026-09-23T12:49:01.562Z,0.0,0.0,0.0,503027,502155,493312,872,,
2026-09-30T12:49Z,,10,1,2026-09-23T12:49:04.705Z,2026-09-23T12:50:01.185Z,0.0,0.0,0.0,631497,630589,621184,908,,
2026-09-30T12:50Z,,8,1,2026-09-23T12:50:05.971Z,2026-09-23T12:50:59.851Z,0.0,0.0,0.0,560402,559694,552192,708,,
2026-09-30T12:51Z,,10,1,2026-09-23T12:51:02.468Z,2026-09-23T12:52:06.975Z,0.0,0.0,0.0,769552,768645,759040,907,,
2026-09-30T12:52Z,,8,1,2026-09-23T12:52:10.360Z,2026-09-23T12:53:01.602Z,0.0,0.0,0.0,670942,670218,662528,724,,
2026-09-30T12:53Z,,10,1,2026-09-23T12:53:04.559Z,2026-09-23T12:54:05.645Z,0.0,0.0,0.0,907739,906843,897280,896,,
2026-09-30T12:54Z,,8,1,2026-09-23T12:54:12.394Z,2026-09-23T12:55:03.533Z,0.0,0.0,0.0,781449,780726,773120,723,,
2026-09-30T12:55Z,,10,1,2026-09-23T12:55:08.712Z,2026-09-23T12:56:08.110Z,0.0,0.0,0.0,1045936,1045031,1035520,905,,
2026-09-30T12:56Z,,8,1,2026-09-23T12:56:12.020Z,2026-09-23T12:56:59.801Z,0.0,0.0,0.0,892011,891294,883712,717,,
2026-09-30T12:57Z,,10,1,2026-09-23T12:57:03.237Z,2026-09-23T12:58:03.216Z,0.0,0.0,0.0,1184093,1183189,1173760,904,,
2026-09-30T12:58Z,,9,1,2026-09-23T12:58:06.392Z,2026-09-23T12:58:59.286Z,0.0,0.0,0.0,1130968,1130226,1122304,742,,
2026-09-30T12:59Z,,8,1,2026-09-23T12:59:10.245Z,2026-09-23T13:00:01.010Z,0.0,0.0,0.0,1057844,1057119,1049600,725,,
2026-09-30T13:00Z,,8,1,2026-09-23T13:00:11.748Z,2026-09-23T13:00:59.173Z,0.0,0.0,0.0,1106990,1106267,1098752,723,,
2026-09-30T13:01Z,,7,1,2026-09-23T13:01:11.914Z,2026-09-23T13:02:02.353Z,0.0,0.0,0.0,1009308,1008604,1001472,704,,
2026-09-30T13:02Z,,9,1,2026-09-23T13:02:08.540Z,2026-09-23T13:03:03.043Z,0.0,0.0,0.0,1352172,1351424,1343488,748,,
2026-09-30T13:03Z,,8,1,2026-09-23T13:03:12.080Z,2026-09-23T13:03:59.472Z,0.0,0.0,0.0,1254492,1253766,1246208,726,,
2026-09-30T13:04Z,,5,1,2026-09-23T13:04:08.084Z,2026-09-23T13:05:03.635Z,0.0,0.0,0.0,809386,808863,803584,523,,
2026-09-30T13:05Z,,6,1,2026-09-23T13:05:11.416Z,2026-09-23T13:06:04.587Z,0.0,0.0,0.0,996183,995639,989952,544,,
2026-09-30T13:06Z,,8,1,2026-09-23T13:06:10.332Z,2026-09-23T13:07:26.824Z,0.0,0.0,0.0,1371266,1370540,1362944,726,,
2026-09-30T13:07Z,,4,1,2026-09-23T13:07:34.300Z,2026-09-23T13:08:04.360Z,0.0,0.0,0.0,704071,703708,699904,363,,
2026-09-30T13:08Z,,8,1,2026-09-23T13:08:09.137Z,2026-09-23T13:09:04.107Z,0.0,0.0,0.0,1445018,1444292,1436672,726,,
2026-09-30T13:09Z,,6,1,2026-09-23T13:09:09.524Z,2026-09-23T13:10:04.751Z,0.0,0.0,0.0,1116030,1115485,1109760,545,,
2026-09-30T13:10Z,,6,1,2026-09-23T13:10:12.855Z,2026-09-23T13:11:05.897Z,0.0,0.0,0.0,1143687,1143143,1137408,544,,
2026-09-30T13:11Z,,5,1,2026-09-23T13:11:13.668Z,2026-09-23T13:11:57.288Z,0.0,0.0,0.0,973839,973454,969216,385,,
2026-09-30T13:12Z,,7,1,2026-09-23T13:12:09.854Z,2026-09-23T13:13:07.863Z,0.0,0.0,0.0,1396506,1395802,1388544,704,,
2026-09-30T13:13Z,,7,1,2026-09-23T13:13:12.661Z,2026-09-23T13:13:59.301Z,0.0,0.0,0.0,1433430,1432863,1426688,567,,
2026-09-30T13:14Z,,7,1,2026-09-23T13:14:10.126Z,2026-09-23T13:15:01.520Z,0.0,0.0,0.0,1471794,1471090,1463808,704,,
2026-09-30T13:15Z,,5,1,2026-09-23T13:15:08.607Z,2026-09-23T13:18:36.354Z,0.0,0.0,0.0,1073712,1073327,1069056,385,,
2026-09-30T13:18Z,,2,1,2026-09-23T13:18:51.036Z,2026-09-23T13:19:00.345Z,0.0,0.0,0.0,435006,434825,432896,181,,
2026-09-30T13:19Z,,7,1,2026-09-23T13:19:11.137Z,2026-09-23T13:20:07.468Z,0.0,0.0,0.0,1547083,1546379,1539072,704,,
2026-09-30T13:20Z,,3,1,2026-09-23T13:20:13.103Z,2026-09-23T13:21:27.164Z,0.0,0.0,0.0,674045,673841,671488,204,,
2026-09-30T13:21Z,,3,1,2026-09-23T13:21:38.486Z,2026-09-23T13:22:50.672Z,0.0,0.0,0.0,681679,681338,677888,341,,
2026-09-30T13:22Z,,2,1,2026-09-23T13:22:56.601Z,2026-09-23T13:23:09.106Z,0.0,0.0,0.0,458054,457873,455936,181,,
2026-09-30T13:23Z,,6,1,2026-09-23T13:23:13.286Z,2026-09-23T13:24:00.115Z,0.0,0.0,0.0,1392600,1392055,1386240,545,,
2026-09-30T13:24Z,,8,1,2026-09-23T13:24:05.229Z,2026-09-23T13:25:02.537Z,0.0,0.0,0.0,1899822,1899096,1891328,726,,
2026-09-30T13:25Z,,7,1,2026-09-23T13:25:08.742Z,2026-09-23T13:26:41.417Z,0.0,0.0,0.0,1457133,1456589,1450752,544,,
2026-09-30T13:26Z,,3,1,2026-09-23T13:26:50.252Z,2026-09-23T13:27:01.253Z,0.0,0.0,0.0,91768,91418,88064,350,,
2026-09-30T13:27Z,,10,1,2026-09-23T13:27:05.082Z,2026-09-23T13:28:01.130Z,0.0,0.0,0.0,354666,353771,344320,895,,
2026-09-30T13:28Z,,12,1,2026-09-23T13:28:03.572Z,2026-09-23T13:29:03.966Z,0.0,0.0,0.0,526697,525650,514304,1047,,
2026-09-30T13:29Z,,10,1,2026-09-23T13:29:06.386Z,2026-09-23T13:30:02.183Z,0.0,0.0,0.0,523044,522177,512640,867,,
2026-09-30T13:30Z,,10,1,2026-09-23T13:30:05.336Z,2026-09-23T13:31:01.314Z,0.0,0.0,0.0,599400,598535,589184,865,,
2026-09-30T13:31Z,,11,1,2026-09-23T13:31:03.831Z,2026-09-23T13:31:59.410Z,0.0,0.0,0.0,747223,746337,736512,886,,
2026-09-30T13:32Z,,11,1,2026-09-23T13:32:08.131Z,2026-09-23T13:33:01.602Z,0.0,0.0,0.0,840392,839372,828288,1020,,
2026-09-30T13:33Z,,10,1,2026-09-23T13:33:06.471Z,2026-09-23T13:34:04.694Z,0.0,0.0,0.0,843851,843001,833664,850,,
2026-09-30T13:34Z,,8,1,2026-09-23T13:34:08.094Z,2026-09-23T13:35:03.689Z,0.0,0.0,0.0,730055,729362,721920,693,,
2026-09-30T13:35Z,,8,1,2026-09-23T13:35:11.810Z,2026-09-23T13:36:01.246Z,0.0,0.0,0.0,778864,778186,770560,678,,
2026-09-30T13:36Z,,8,1,2026-09-23T13:36:05.392Z,2026-09-23T13:37:00.552Z,0.0,0.0,0.0,827701,827012,819584,689,,
2026-09-30T13:37Z,,9,1,2026-09-23T13:37:04.687Z,2026-09-23T13:38:04.662Z,0.0,0.0,0.0,989231,988519,980608,712,,
2026-09-30T13:38Z,,7,1,2026-09-23T13:38:16.994Z,2026-09-23T13:39:02.480Z,0.0,0.0,0.0,812807,812143,804864,664,,
2026-09-30T13:39Z,,10,1,2026-09-23T13:39:06.797Z,2026-09-23T13:40:06.868Z,0.0,0.0,0.0,1225521,1224659,1215360,862,,
2026-09-30T13:40Z,,8,1,2026-09-23T13:40:11.367Z,2026-09-23T13:41:02.498Z,0.0,0.0,0.0,1035368,1034684,1027200,684,,
2026-09-30T13:41Z,,9,1,2026-09-23T13:41:07.342Z,2026-09-23T13:42:03.071Z,0.0,0.0,0.0,1222824,1222116,1214208,708,,
2026-09-30T13:42Z,,9,1,2026-09-23T13:42:11.798Z,2026-09-23T13:43:05.732Z,0.0,0.0,0.0,1285334,1284503,1275520,831,,
2026-09-30T13:43Z,,7,1,2026-09-23T13:43:11.641Z,2026-09-23T13:44:02.145Z,0.0,0.0,0.0,1041782,1041250,1035264,532,,
2026-09-30T13:44Z,,8,1,2026-09-23T13:44:11.996Z,2026-09-23T13:45:02.715Z,0.0,0.0,0.0,1236772,1236088,1228544,684,,
2026-09-30T13:45Z,,9,1,2026-09-23T13:45:13.709Z,2026-09-23T13:46:05.130Z,0.0,0.0,0.0,1450107,1449276,1440256,831,,
2026-09-30T13:46Z,,8,1,2026-09-23T13:46:09.539Z,2026-09-23T13:46:59.536Z,0.0,0.0,0.0,1340521,1339842,1332352,679,,
2026-09-30T13:47Z,,8,1,2026-09-23T13:47:07.149Z,2026-09-23T13:48:01.528Z,0.0,0.0,0.0,1389319,1388640,1380992,679,,
2026-09-30T13:48Z,,8,1,2026-09-23T13:48:05.184Z,2026-09-23T13:49:05.687Z,0.0,0.0,0.0,1438150,1437460,1430016,690,,
2026-09-30T13:49Z,,8,1,2026-09-23T13:49:10.578Z,2026-09-23T13:50:06.649Z,0.0,0.0,0.0,1486999,1486318,1478784,681,,
2026-09-30T13:50Z,,7,1,2026-09-23T13:50:12.465Z,2026-09-23T13:51:01.829Z,0.0,0.0,0.0,1340804,1340267,1334272,537,,
2026-09-30T13:51Z,,5,1,2026-09-23T13:51:11.649Z,2026-09-23T13:52:02.805Z,0.0,0.0,0.0,981213,980727,975360,486,,
2026-09-30T13:52Z,,8,1,2026-09-23T13:52:08.141Z,2026-09-23T13:53:01.313Z,0.0,0.0,0.0,1609045,1608360,1601024,685,,
2026-09-30T13:53Z,,8,1,2026-09-23T13:53:07.762Z,2026-09-23T13:54:02.816Z,0.0,0.0,0.0,1657887,1657198,1649664,689,,
2026-09-30T13:54Z,,7,1,2026-09-23T13:54:08.096Z,2026-09-23T13:55:02.372Z,0.0,0.0,0.0,1490357,1489825,1483776,532,,
2026-09-30T13:55Z,,7,1,2026-09-23T13:55:11.512Z,2026-09-23T13:56:01.036Z,0.0,0.0,0.0,1528465,1527802,1520640,663,,
2026-09-30T13:56Z,,8,1,2026-09-23T13:56:06.657Z,2026-09-23T13:57:04.321Z,0.0,0.0,0.0,1792189,1791502,1784064,687,,
2026-09-30T13:57Z,,8,1,2026-09-23T13:57:10.831Z,2026-09-23T13:58:07.246Z,0.0,0.0,0.0,1841023,1840344,1832704,679,,
2026-09-30T13:58Z,,7,1,2026-09-23T13:58:11.568Z,2026-09-23T13:59:03.893Z,0.0,0.0,0.0,1650561,1650029,1644032,532,,
2026-09-30T13:59Z,,7,1,2026-09-23T13:59:15.064Z,2026-09-23T14:00:00.912Z,0.0,0.0,0.0,1688659,1687998,1680896,661,,
2026-09-30T14:00Z,,3,1,2026-09-23T14:00:06.388Z,2026-09-23T14:01:11.870Z,0.0,0.0,0.0,489239,489065,487168,174,,
2026-09-30T14:01Z,,9,1,2026-09-23T14:01:22.748Z,2026-09-23T14:02:05.420Z,0.0,0.0,0.0,295539,294626,286976,913,,
2026-09-30T14:02Z,,10,1,2026-09-23T14:02:07.609Z,2026-09-23T14:03:00.241Z,0.0,0.0,0.0,400951,400059,390400,892,,
2026-09-30T14:03Z,,12,1,2026-09-23T14:03:02.661Z,2026-09-23T14:04:05.797Z,0.0,0.0,0.0,582215,581156,569856,1059,,
2026-09-30T14:04Z,,10,1,2026-09-23T14:04:10.412Z,2026-09-23T14:05:03.993Z,0.0,0.0,0.0,569453,568573,559104,880,,
2026-09-30T14:05Z,,10,1,2026-09-23T14:05:07.044Z,2026-09-23T14:06:01.363Z,0.0,0.0,0.0,646354,645433,636032,921,,
2026-09-30T14:06Z,,10,1,2026-09-23T14:06:04.223Z,2026-09-23T14:07:00.147Z,0.0,0.0,0.0,722961,722081,712448,880,,
2026-09-30T14:07Z,,10,1,2026-09-23T14:07:02.826Z,2026-09-23T14:08:00.306Z,0.0,0.0,0.0,799472,798601,789120,871,,
2026-09-30T14:08Z,,11,1,2026-09-23T14:08:03.555Z,2026-09-23T14:09:00.099Z,0.0,0.0,0.0,967348,966458,956800,890,,
2026-09-30T14:09Z,,10,1,2026-09-23T14:09:08.049Z,2026-09-23T14:10:02.775Z,0.0,0.0,0.0,959948,959085,949760,863,,
2026-09-30T14:10Z,,9,1,2026-09-23T14:10:14.800Z,2026-09-23T14:11:03.634Z,0.0,0.0,0.0,929626,928780,919552,846,,
2026-09-30T14:11Z,,10,1,2026-09-23T14:11:11.968Z,2026-09-23T14:12:05.771Z,0.0,0.0,0.0,1105075,1104217,1094912,858,,
2026-09-30T14:12Z,,8,1,2026-09-23T14:12:10.318Z,2026-09-23T14:13:02.317Z,0.0,0.0,0.0,939059,938366,930816,693,,
2026-09-30T14:13Z,,7,1,2026-09-23T14:13:06.007Z,2026-09-23T14:13:59.710Z,0.0,0.0,0.0,861416,860877,854784,539,,
