block_id,endpoint,tick,scheduled,start,end,outcome,secs
b2,L1,76,472375.580627,472375.655124,472375.698806,met,0.003928
b2,L2,51,472376.580235,472376.719767,472376.761336,met,0.001193
b2,L1,77,472377.580627,472377.654703,472377.695931,met,0.001325
b2,L1,78,472379.580627,472379.667163,472379.719541,met,0.002960
b2,L2,52,472379.580235,472379.702746,472379.749239,met,0.001245
b2,L1,79,472381.580627,472381.672668,472381.722220,met,0.005575
b2,L2,53,472382.580235,472382.711245,472382.753068,met,0.001227
b2,L1,80,472383.580627,472383.701102,472383.740101,met,0.001246
b2,L2,54,472385.580235,472385.702442,472385.744703,met,0.001120
b2,L1,81,472385.580627,472385.707583,472385.748923,met,0.003306
b2,L1,82,472387.580627,472387.709996,472387.752367,met,0.001989
