block_id,endpoint,tick,scheduled,start,end,outcome,secs
b2,L2,55,325194.506044,325194.707738,325194.749251,met,0.001142
b2,L1,83,325195.505988,325195.640818,325195.685331,met,0.003280
b2,L1,84,325197.505988,325197.653524,325197.700867,met,0.003414
b2,L2,56,325197.506044,325197.712279,325197.758092,met,0.001233
b2,L1,85,325199.505988,325199.711086,325199.787957,met,0.031533
b2,L2,57,325200.506044,325200.670603,325200.713691,met,0.000888
b2,L1,86,325201.505988,325201.667646,325201.727455,met,0.002607
b2,L1,87,325203.505988,325203.620411,325203.664487,met,0.003332
b2,L2,58,325203.506044,325203.687779,325203.731211,met,0.001285
b2,L1,88,325205.505988,325205.703802,325205.746211,met,0.001401
b2,L2,59,325206.506044,325206.674879,325206.718700,met,0.000997
b2,L1,89,325207.505988,325207.688572,325207.733880,met,0.003379
b2,L2,60,325209.506044,325209.665278,325209.717541,met,0.001266
b2,L1,90,325209.505988,325209.716165,325209.773477,met,0.004530
b2,L1,91,325211.505988,325211.718531,325211.776325,met,0.001265
b2,L2,61,325212.506044,325212.656397,325212.709083,met,0.001318
b2,L1,92,325213.505988,325213.653872,325213.699950,met,0.003094
b2,L1,93,325215.505988,325215.698488,325215.747688,met,0.003299
b2,L2,62,325215.506044,325215.723671,325215.773697,met,0.001224
b2,L1,94,325217.505988,325217.708806,325217.792438,met,0.003235
b2,L2,63,325218.506044,325218.693717,325218.739183,met,0.001257
b2,L1,95,325219.505988,325219.740693,325220.457365,missed,0.650219
b2,L2,64,325221.506044,325221.641224,325221.713005,met,0.031584
b2,L1,96,325221.505988,325221.713004,325221.758823,met,0.002034
b2,L1,97,325223.505988,325223.710601,325223.753231,met,0.003252
b2,L2,65,325224.506044,325224.689931,325224.732093,met,0.001204
b2,L1,98,325225.505988,325225.573492,325225.615562,met,0.003299
b2,L2,66,325227.506044,325227.608165,325227.649876,met,0.001272
b2,L1,99,325227.505988,325227.694671,325227.737535,met,0.003298
b2,L1,100,325229.505988,325229.574387,325229.618952,met,0.000850
b2,L2,67,325230.506044,325230.681929,325230.727231,met,0.000851
